id,name,slug,location,category,instagram
814,Infamous Genetics,infamous-genetics,CA,"Flower,",NA
815,Infinite Extracts,infinite-extracts,CA,"Shatter, Concentrates,",NA
816,Infused Creations,infused-creations,Ca,"Edibles,",NA
817,Infyniti Grown,infyniti-grown,Ca,"Flower,",NA
818,Innovative CBD,innovative-cbd,CA,"Concentrates, Medical,",NA
819,Insanity Strains,insanity-strains,CA,NA,NA
820,InSpirit Hemp,inspirit-hemp,CA,"Medical,",NA
821,Interstate Cannabinoids 710,interstate-cannabinoids-710,CA,"Vapes,",NA
822,Invisidab by Berner,invisidab-by-berner,CA,"Edibles,",NA
823,Irie Alley Inc.,irie-alley-inc,CA,"Concentrates,",NA
824,Irie CBD,irie-cbd,OR,"Edibles, Medical,",NA
825,IRIS Gummies,iris-gummies,CA,"Edibles,",NA
826,Island Cannabis Co,island-cannabis-co,CA,NA,NA
827,Isodiol,isodiol,California,"Edibles, Medical,",NA
828,IVXX,ivxx,CA,"Concentrates,",NA
829,J & R Farms,j-r-farms,CA,NA,NA
830,Jah Meds,jah-meds,CA,NA,NA
831,JAHnetics,jahnetics,CA,"Flower,",NA
832,Jake & Bake,jake-bake,CA,"Concentrates, Edibles,",NA
833,Jambo Superfoods,jambo-superfoods,CA,NA,NA
834,Jayn Green,jayn-green,CA,"Medical,",NA
835,Jerpponicx,jerpponicx,CA,NA,NA
836,Jester Extracts,jester-extracts,CA,"Concentrates,",NA
837,Jett Cannabis,jett-cannabis,Colorado,"Concentrates, Vape Pens, Batteries,",NA
838,Jetty Extracts,jetty-extracts,CA,NA,NA
839,Joker Genetics,joker-genetics,CA,NA,NA
840,Jolly Greens,jolly-greens,CA,NA,NA
841,Jollybee,jollybee,CA,NA,NA
842,Juana Farms,juana-farms,CA,"Concentrates,",NA
843,Juana Popcorn,juana-popcorn,Ca,NA,NA
844,Juicebox Extracts,juicebox-extracts,Ca,"Concentrates,",NA
845,JuJu Royal,juju-royal,CA,"Flower, Vape Pens, Medical,",NA
846,Jungle Boys,jungle-boys,CA,"Flower,",NA
847,Just Ducky,just-ducky,CA,"Edibles, Medical,",NA
848,JUSTDAB,justdab,CA,"Concentrates, Vape Pens, Edibles,",NA
849,JustHempCo,justhempco,CA,"Concentrates, Edibles,",NA
850,K&J Clone Farm,k-j-clone-farm,CA,"Flower,",NA
851,K.I.N.D. Concentrates,k-i-n-d-concentrates,Az,NA,NA
852,Kabunky,kabunky,NV,NA,NA
853,"Kahuna Genetics, Klones and Edibles",kahuna-genetics-klones-and-edibles,NV,NA,NA
854,Kaizen Medicinals,kaizen-medicinals,CA,"Concentrates, Medical,",NA
855,Kali Extracts,kali-extracts,CA,"Vapes,",NA
856,KAM Gardens,kam-gardens,CA,"Flower,",NA
857,Kamala Cannabis Edibles,kamala-cannabis-edibles,CA,"Edibles,",NA
858,Kan-Ade,kan-ade,CA,"Edibles,",NA
859,Kandy Care,kandy-care,CA,"Edibles,",NA
860,Kaneh Co,kaneh-co,CA,"Edibles,",NA
861,Kanha Candies,kanha-candies,California,"Edibles,",NA
862,Kannabia,kannabia,ON,"Flower,",NA
863,KannaBrix,kannabrix,OR,"Edibles,",NA
864,Kannaway,kannaway,OR,"Edibles,",NA
865,Karma Originals,karma-originals,OR,"Flower,",NA
866,Karma Treats,karma-treats,OR,"Edibles,",NA
867,Kaviar,kaviar,CO,"Flower,",NA
868,Kaya Farms,kaya-farms,CA,"Flower, Concentrates,",NA
869,KAYA Infusions,kaya-infusions,AZ,"Concentrates, Vape Pens,",NA
870,KCO Cannabis,kco-cannabis,AZ,"Flower, Concentrates,",NA
871,Keef Boost,keef-boost,CO,"Edibles,",NA
872,Keef Cola,keef-cola,CA,"Edibles,",NA
873,Kessel Run Extracts,kessel-run-extracts,CA,NA,NA
874,Khush Kush,khush-kush,WA,NA,NA
875,Kind Bros,kind-bros,CA,"Flower,",NA
876,Kind Extracts,kind-extracts,CA,"Concentrates,",NA
877,Kind Love,kind-love,CO,"Flower,",NA
878,Kind Solutions,kind-solutions,CO,"Flower, Concentrates,",NA
879,KINDdistCO,kinddistco,CA,"Edibles,",NA
880,King Concepts,king-concepts,Ca,NA,NA
881,King Harvest Wellness,king-harvest-wellness,CA,"Concentrates, Vape Pens, Medical,",NA
882,King Louis Edibles (CANADA),king-louis-edibles-canada,ON,"Edibles,",NA
883,King Of The Moon,king-of-the-moon,CA,NA,NA
884,KINGDOM EXTRACTS,kingdom-extracts,CA,"Flower, Concentrates,",NA
885,Kiva Confections,kiva-confections,CA,"Edibles,",NA
886,KJL Compounds,kjl-compounds,CO,"Concentrates, Vape Pens, Medical,",NA
887,Kokonola Remedy Oils and Extracts,kokonola-remedy-oils-and-extracts,CO,"Edibles, Medical,",NA
888,KOMA Brands,koma-brands,Ca,"Concentrates, Edibles,",NA
889,Kong Wraps,kong-wraps,Ca,"Flower,",NA
890,Korova Edibles,korova-edibles,CA,"Edibles,",NA
891,Kozmic Gardens,kozmic-gardens,Michigan,"Edibles,",NA
892,Krave Extracts,krave-extracts,CA,"Concentrates,",NA
893,Kronic Koncoctions,kronic-koncoctions,MI,"Concentrates,",NA
894,Krush RX Extracts,krush-rx-extracts,CA,"Concentrates,",NA
895,Krypted Inc,krypted-inc,CA,NA,NA
896,Krystal KÃ¼re,krystal-kure,CA,"Concentrates, Vape Pens, Batteries,",NA
897,Kurvana,kurvana,CA,NA,NA
898,Kush Cake Pops,kush-cake-pops,CA,NA,NA
899,Kush Candy,kush-candy,CA,"Vapes, Apparel,",NA
900,Kush Company,kush-company,CA,"Flower, Concentrates,",NA
901,Kush Cups,kush-cups,CA,"Edibles,",NA
902,Kush Kitchen (CANADA),kush-kitchen-canada,NS,"Edibles,",NA
903,Kush Queen,kush-queen,CA,"Medical,",NA
904,Kushie Brand,kushie-brand,CA,"Flower, Edibles,",NA
905,KUSHTOWN,kushtown,CA,"Edibles,",NA
906,Kushy Punch,kushy-punch,CA,"Concentrates, Edibles,",NA
907,KUZA (UK),kuza-uk,CA,"Edibles,",NA
908,Kyle Kushman Brands,kyle-kushman-brands,CA,"Flower, Concentrates,",NA
909,La Familia Chocolates,la-familia-chocolates,CA,NA,NA
910,La Plata Labs,la-plata-labs,CA,"Flower,",NA
911,La Vida Verde - Mediroons,la-vida-verde-mediroons,California,NA,NA
912,Lady Sativa Genetics (UK),lady-sativa-genetics-uk,California,"Flower,",NA
913,LAK Extracts,lak-extracts,CA,"Concentrates,",NA
914,Lassen Cannabis Co.,lassen-cannabis-co,CA,NA,NA
915,Laurie & Mary Jane,laurie-mary-jane,OR,"Edibles,",NA
916,Lava Rocks,lava-rocks,OR,"Concentrates,",NA
917,Lazarus Naturals,lazarus-naturals,OR,"Medical,",NA
918,Leaf Frog,leaf-frog,OR,"Flower,",NA
919,LEEF Organics,leef-organics,CA,"Concentrates, Vape Pens, Medical,",NA
920,Legacy Farms,legacy-farms,CA,"Flower,",NA
921,Legal Beverages,legal-beverages,WA,"Edibles,",NA
922,Legitimately Crafted Extracts,legitimately-crafted-extracts,WA,"Flower, Edibles,",NA
923,Leif Goods,leif-goods,WA,"Edibles, Medical,",NA
924,Leif Medicinals,leif-medicinals,WA,NA,NA
925,Level Blends,level-blends,California,"Vapes,",NA
926,LHC,lhc,CA,"Flower, Concentrates,",NA
927,Life Bloom Organics,life-bloom-organics,CA,"Medical,",NA
928,Life Gardens,life-gardens,CA,"Flower,",NA
929,LIFTED,lifted,Oregon,"Flower,",NA
930,Lifted Elevated Edibles,lifted-elevated-edibles,CA,"Edibles,",NA
931,LIL MAYO,lil-mayo,CA,"Flower,",NA
932,Lila Organic Topicals & Therapeutics (CANADA),lila-organic-topicals-therapeutics-canada,NS,"Medical,",NA
933,LiQweed (CANADA),liqweed-canada,NS,"Vapes,",NA
934,Lit Dip Medicated Guacamole,lit-dip-medicated-guacamole,NS,"Edibles,",NA
935,Little Green Bee,little-green-bee,NS,"Medical,",NA
936,Living Extracts,living-extracts,NS,NA,NA
937,LOL Edibles,lol-edibles,CA,"Edibles,",NA
938,Lola Lola,lola-lola,CA,"Flower, Vape Pens,",NA
939,Lone Star Farms,lone-star-farms,CA,"Flower, Concentrates,",NA
940,Long Beach Concentrates,long-beach-concentrates,CA,"Concentrates,",NA
941,Looking Glass Extracts LLC,looking-glass-extracts-llc,CA,"Concentrates,",NA
942,Loompa Farms,loompa-farms,CA,"Flower, Concentrates,",NA
943,Looney Squad,looney-squad,CA,"Edibles,",NA
944,Lorax Labs,lorax-labs,CA,"Flower, Concentrates, Edibles,",NA
945,Lord Bradley,lord-bradley,CA,"Edibles,",NA
946,Lord Jones,lord-jones,CA,NA,NA
947,Los Angeles Kush,los-angeles-kush,CA,"Flower,",NA
948,Los Angeles Refinery,los-angeles-refinery,CA,"Flower, Vape Pens,",NA
949,Los SueÃ±os Farms,los-suenos-farms,CA,NA,NA
950,Lotus Family Farms,lotus-family-farms,CA,NA,NA
951,LOUD PACKS USA,loud-packs-usa,CA,"Flower,",NA
952,Loud Seeds,loud-seeds,CA,"Flower,",NA
953,Love Carissa,love-carissa,AZ,"Edibles,",NA
954,Lowell Farms,lowell-farms,CA,"Flower,",NA
955,Loyalty Extracts,loyalty-extracts,CA,"Concentrates,",NA
956,Lucid Oils,lucid-oils,WA,"Concentrates,",NA
957,Lucid Xtracts,lucid-xtracts,CA,"Vapes, Apparel,",NA
958,Lucky Edibles,lucky-edibles,CO,"Edibles,",NA
959,Lucky Farms,lucky-farms,CA,"Flower,",NA
960,Lucky Products,lucky-products,CA,"Concentrates, Vape Pens,",NA
961,Lucky Shamrock Farm,lucky-shamrock-farm,CA,"Flower, Concentrates,",NA
962,Lumi Treats,lumi-treats,Oregon,NA,NA
963,Lunar Concentrates (CANADA),lunar-concentrates-canada,NS,"Concentrates,",NA
964,Lunchbox Alchemy,lunchbox-alchemy,Oregon,"Concentrates, Edibles,",NA
965,Lust Naked,lust-naked,CA,NA,NA
966,Lyrics N Loud Gourmet Edibles,lyrics-n-loud-gourmet-edibles,MI,"Edibles,",NA
967,MAC Rosin Concentrates,mac-rosin-concentrates,MI,NA,NA
968,Mackenzie Medicinals,mackenzie-medicinals,CA,NA,NA
969,Maconha Seeds Bank (SPAIN),maconha-seeds-bank-spain,CA,"Flower,",NA
970,Mad Cow Genetics,mad-cow-genetics,CA,"Concentrates,",NA
971,Mad Mark,mad-mark,WA,"Flower,",NA
972,Madame Munchie,madame-munchie,CA,"Edibles,",NA
973,Made By Patients (CANADA),made-by-patients-canada,CA,"Concentrates, Edibles,",NA
974,Made in Potland,made-in-potland,OR,"Edibles,",NA
975,Madrone California,madrone-california,CA,"Flower,",NA
976,Madrone Farms,madrone-farms,OR,"Flower,",NA
977,Magic Pipe,magic-pipe,CA,"Vapes,",NA
978,Magpie Medibles,magpie-medibles,CA,"Edibles,",NA
979,MAHATMA CONCENTRATES,mahatma-concentrates,Colorado,"Concentrates,",NA
980,Majesty,majesty,Colorado,NA,NA
981,Making You Better Brands,making-you-better-brands,CA,NA,NA
982,Makka Seeds (SPAIN),makka-seeds-spain,CA,"Flower,",NA
983,Mama Ganja Edibles,mama-ganja-edibles,CA,"Edibles,",NA
984,Mama Jane Vends,mama-jane-vends,CA,NA,NA
985,Mamma Bruha,mamma-bruha,CA,NA,NA
986,Mana Extracts,mana-extracts,CA,NA,NA
987,Manastash Gardens,manastash-gardens,Washington,"Flower,",NA
988,Manna Molecular,manna-molecular,Washington,"Medical,",NA
989,Mano Verde Seeds (SPAIN),mano-verde-seeds-spain,Washington,"Flower,",NA
990,Maple Leaf Extractions (CANADA),maple-leaf-extractions-canada,MB,"Concentrates,",NA
991,Marche,marche,MB,"Vapes,",NA
992,Marimberos (SPAIN),marimberos-spain,MB,"Flower,",NA
993,MarQaha,marqaha,Colorado,"Edibles, Medical,",NA
994,Mary Jane Canarias (SPAIN),mary-jane-canarias-spain,Colorado,"Medical,",NA
995,Mary Jane Farms,mary-jane-farms,CA,"Flower,",NA
996,Mary Jane Java,mary-jane-java,CA,"Edibles,",NA
997,Mary Jane Juice Co.,mary-jane-juice-co,CA,"Edibles,",NA
998,Massive Seeds,massive-seeds,CA,"Flower,",NA
999,Master Growers,master-growers,CA,NA,NA
1000,Matrix NV,matrix-nv,NV,"Flower, Concentrates, Vape Pens,",NA
1001,Maxx Power Edibles,maxx-power-edibles,CA,"Edibles,",NA
1002,"Me, My Wife & Trees",me-my-wife-trees,MI,"Edibles, Medical,",NA
1003,Mean Green Farms,mean-green-farms,MI,"Flower, Concentrates,",NA
1004,MED a mints,med-a-mints,CO,"Edibles,",NA
1005,Med Vend,med-vend,CO,"Flower, Concentrates,",NA
1006,Medallion,medallion,CO,"Flower,",NA
1007,Medi Brothers,medi-brothers,CO,NA,NA
1008,MEDiBISRx,medibisrx,CO,NA,NA
1009,Medical Cultivation Inc,medical-cultivation-inc,CO,"Flower,",NA
1010,Medical Seeds (SPAIN),medical-seeds-spain,CO,"Featured, Flower, Concentrates,",NA
1011,Medicated MoonShine,medicated-moonshine,CO,"Edibles,",NA
1012,Medicine Express,medicine-express,CO,"Flower,",NA
1013,Medicine Farm Botanicals,medicine-farm-botanicals,Oregon,NA,NA
1014,Medipops!,medipops,CA,"Edibles,",NA
1015,MediVated,medivated,CA,"Flower,",NA
1016,MediX Oils,medix-oils,CA,"Concentrates,",NA
1017,Medusa,medusa,CA,"Flower,",NA
1018,Mello High Edibles,mello-high-edibles,CA,"Edibles,",NA
1019,MellowJello,mellowjello,CA,"Flower, Concentrates, Edibles,",NA
1020,Mendo Dope,mendo-dope,CA,NA,NA
1021,Mendocino Organics,mendocino-organics,CA,"Flower,",NA
1022,Mendofire,mendofire,CA,"Concentrates,",NA
1023,Michigan Made Melts,michigan-made-melts,MI,"Concentrates,",NA
1024,Michigan Organic Rub,michigan-organic-rub,Michigan,NA,NA
1025,Midnight Extracts,midnight-extracts,California,"Concentrates,",NA
1026,Mighty Meds,mighty-meds,CA,"Vapes, Medical, Batteries,",NA
1027,Mind Tricks,mind-tricks,CA,"Edibles,",NA
1028,Mindflower Edibles (CANADA),mindflower-edibles-canada,CA,NA,NA
1029,Mindset Organics Inc.,mindset-organics-inc,CA,"Medical,",NA
1030,Ministry of Cannabis (SPAIN),ministry-of-cannabis-spain,CA,"Flower,",NA
1031,Miracle Releaf,miracle-releaf,CA,"Medical,",NA
1032,Miss Envy Botanicals (CANADA),miss-envy-botanicals-canada,NS,"Edibles,",NA
1033,Miss Nug Run,miss-nug-run,CA,"Concentrates, Edibles, Apparel,",NA
1034,Mitten Made Ediblez,mitten-made-ediblez,CA,"Concentrates, Edibles,",NA
1035,Mixup,mixup,CA,"Edibles,",NA
1036,Miyagi Extracts,miyagi-extracts,CA,"Concentrates,",NA
1037,MJ Distribution,mj-distribution,CA,"Edibles,",NA
1038,MJs Wellness,mjs-wellness,CA,"Edibles, Medical,",NA
1039,Moani Naturals,moani-naturals,WA,"Flower,",NA
1040,Modern Martini Rx,modern-martini-rx,CA,NA,NA
1041,Mondo,mondo,CA,NA,NA
1042,Monster Extracts,monster-extracts,CA,"Flower, Concentrates,",NA
1043,Moodsticks,moodsticks,CA,NA,NA
1044,Moonrock Canada (CANADA),moonrock-canada-canada,SK,NA,NA
1045,MoonRockets La,moonrockets-la,CA,"Flower,",NA
1046,Moonstone Meds,moonstone-meds,CA,"Edibles,",NA
1047,Morsel Bakery,morsel-bakery,CA,"Edibles,",NA
1048,Mosca Seeds,mosca-seeds,CA,"Flower,",NA
1049,Mountain High Suckers,mountain-high-suckers,CO,NA,NA
1050,Mountjoy Sparkling,mountjoy-sparkling,CA,"Edibles,",NA
1051,Moxie Meds,moxie-meds,CA,"Edibles,",NA
1052,Mr Hide Seeds Bank (SPAIN),mr-hide-seeds-bank-spain,CA,"Flower,",NA
1053,Mr. McGooz Products,mr-mcgooz-products,CA,NA,NA
1054,Mr. Miyagi Wax,mr-miyagi-wax,CA,"Flower, Concentrates,",NA
1055,MR. Natural Seeds (SPAIN),mr-natural-seeds-spain,CA,"Flower,",NA
1056,Munchies Gourmet Edibles,munchies-gourmet-edibles,CA,"Concentrates, Edibles,",NA
1057,MÃ¼V Cannabis Infused Products,muv-cannabis-infused-products,AZ,NA,NA
1058,myCBD (SPAIN),mycbd-spain,AZ,NA,NA
1059,Mychron Extracts,mychron-extracts,Ca,"Vapes,",NA
1060,Mystery Baking,mystery-baking,CA,"Edibles,",NA
1061,Naked THC,naked-thc,CA,"Concentrates,",NA
1062,Nameless Genetics,nameless-genetics,Ca,"Flower, Concentrates, Vape Pens,",NA
1063,Nana Pots,nana-pots,CA,"Edibles,",NA
1064,"NASHA",nasha,CA,"Concentrates,",NA
1065,"NATIV",nativ,CA,"Flower, Concentrates,",NA
1066,Natural Genetics Seeds (SPAIN),natural-genetics-seeds-spain,CA,"Flower,",NA
1067,Natural Won Oil (SPAIN),natural-won-oil-spain,CA,NA,NA
1068,Natural Xtracts,natural-xtracts,CA,"Concentrates,",NA
1069,Natures Cones,natures-cones,CA,NA,NA
1070,Natures Farm,natures-farm,CA,"Flower,",NA
1071,Natures Lab Extracts,natures-lab-extracts,Ca,NA,NA
1072,Nectar Collector Extracts,nectar-collector-extracts,Ca,"Concentrates,",NA
1073,Nectar Stick,nectar-stick,California,"Concentrates,",NA
1074,Needle Rock Farms,needle-rock-farms,California,"Edibles,",NA
1075,Neighborhood Watch Concentrates,neighborhood-watch-concentrates,CA,"Concentrates,",NA
1076,Nektr Extracts (CANADA),nektr-extracts-canada,PE,NA,NA
1077,Nelson & Co. Organics,nelson-co-organics,OR,"Flower,",NA
1078,NerrlSquad,nerrlsquad,OR,"Concentrates,",NA
1079,Neutron Genetics,neutron-genetics,CA,"Concentrates,",NA
1080,Neverwinter Northwest,neverwinter-northwest,CA,"Flower,",NA
1081,Newtons Nursery,newtons-nursery,CA,"Flower,",NA
1082,Nexgen Remedies,nexgen-remedies,CA,"Flower,",NA
1083,Next Level,next-level,CA,"Edibles,",NA
1084,NextGen Pharma,nextgen-pharma,CA,"Flower,",NA
1085,Nikki Stikki Botanicals (CANADA),nikki-stikki-botanicals-canada,ON,"Medical,",NA
1086,Nine Miles Seedbank,nine-miles-seedbank,ON,"Flower,",NA
1087,Norso Farms,norso-farms,ON,"Edibles,",NA
1088,North Bay Nectar,north-bay-nectar,ON,"Medical,",NA
1089,Northern Emeralds,northern-emeralds,CA,"Flower,",NA
1090,Northwest Greeneries,northwest-greeneries,OR,"Flower,",NA
1091,Nova Farms,nova-farms,CA,"Flower, Concentrates,",NA
1092,NUG,nug,CA,"Flower, Concentrates, Vape Pens, Edibles,",NA
1093,Nug Nasty,nug-nasty,CA,"Concentrates,",NA
1094,Nuggs,nuggs,CA,"Concentrates,",NA
1095,NugRun Concentrates,nugrun-concentrates,CA,"Concentrates, Batteries,",NA
1096,NUHI Distribution,nuhi-distribution,CO,"Flower, Concentrates,",NA
1097,NV Organics,nv-organics,CO,"Vapes, Edibles,",NA
1098,NW KIND,nw-kind,OR,"Flower, Concentrates,",NA
1099,O Snap Extracts,o-snap-extracts,CA,"Concentrates,",NA
1100,O.G. Cannabis,o-g-cannabis,CA,"Flower, Concentrates,",NA
1101,OARA Chocolate,oara-chocolate,CA,"Edibles,",NA
1102,Oasis CO2,oasis-co2,CA,"Concentrates, Vape Pens,",NA
1103,Obsession Labs,obsession-labs,CA,"Vapes, Edibles,",NA
1104,OC Boyz,oc-boyz,CA,"Flower, Edibles,",NA
1105,OC Farms,oc-farms,CA,"Flower,",NA
1106,OC Pharm,oc-pharm,CA,NA,NA
1107,Ocean Grown Extracts,ocean-grown-extracts,California,"Vapes,",NA
1108,Ocean Live Resin,ocean-live-resin,California,"Vapes,",NA
1109,ODO Fine Oil Inc,odo-fine-oil-inc,WA,"Concentrates,",NA
1110,OG Bluntz,og-bluntz,WA,"Flower,",NA
1111,OG Brothers,og-brothers,WA,"Flower, Concentrates,",NA
1112,OG Clear,og-clear,WA,"Vapes, Batteries,",NA
1113,OG Raskal,og-raskal,WA,NA,NA
1114,OGRX Extracts,ogrx-extracts,WA,"Concentrates, Edibles,",NA
1115,Ohana Grown Farms,ohana-grown-farms,WA,"Concentrates,",NA
1116,Oil Refinery Co.,oil-refinery-co,WA,"Concentrates,",NA
1117,Oil Stix,oil-stix,Colorado,"Concentrates, Vape Pens, Batteries,",NA
1118,Oil Works,oil-works,Colorado,"Concentrates,",NA
1119,Old Growth Extracts (CANADA),old-growth-extracts-canada,Colorado,"Concentrates,",NA
1120,Old School Breeders Association,old-school-breeders-association,Colorado,"Flower,",NA
1121,Oleum Extracts,oleum-extracts,WA,"Concentrates, Vape Pens,",NA
1122,OM Extracts,om-extracts,WA,NA,NA
1123,Omega Blends,omega-blends,WA,"Flower,",NA
1124,Omega Oil,omega-oil,WA,"Vapes,",NA
1125,OMG Edible Co,omg-edible-co,WA,"Edibles,",NA
1126,Omni (CANADA),omni-canada,WA,"Concentrates, Medical,",NA
1127,One Click Green,one-click-green,WA,"Concentrates, Batteries,",NA
1128,One Stop Distribution,one-stop-distribution,CA,"Flower, Concentrates, Edibles, Medical,",NA
1129,Onist Blends,onist-blends,CA,"Medical,",NA
1130,OpenVAPE,openvape,CO,"Concentrates, Vape Pens, Batteries,",NA
1131,Optimum Extracts,optimum-extracts,WA,"Concentrates,",NA
1132,Oregon Breeders Group,oregon-breeders-group,WA,NA,NA
1133,Oregon Sol,oregon-sol,WA,NA,NA
1134,Oregreen Family Farms,oregreen-family-farms,WA,NA,NA
1135,Oregrown,oregrown,Oregon,NA,NA
1136,Organic Grown Connection,organic-grown-connection,Oregon,"Flower,",NA
1137,Organic Roots,organic-roots,Oregon,"Flower, Concentrates,",NA
1138,Organic Solutions,organic-solutions,Oregon,"Flower,",NA
1139,Organix Herbal Supplements,organix-herbal-supplements,CA,"Edibles,",NA
1140,Original Extracts,original-extracts,CA,"Concentrates,",NA
1141,Original Nectar,original-nectar,CA,"Concentrates,",NA
1142,Ounce Depot,ounce-depot,CA,"Flower,",NA
1143,OutCo,outco,CA,"Vapes, Medical,",NA
1144,Outlaw Edibles,outlaw-edibles,CA,"Edibles,",NA
1145,Oz&Co,oz-co,CA,NA,NA
1146,P3,p3,CA,NA,NA
1147,Pacific Remedy,pacific-remedy,CA,"Flower,",NA
1148,Paleo Paw,paleo-paw,CA,"Medical,",NA
1149,Panacea,panacea,CA,"Concentrates, Vape Pens,",NA
1150,Panda Rolls,panda-rolls,CA,"Flower,",NA
1151,Panda Vapes,panda-vapes,CA,"Vapes, Batteries,",NA
1152,Papa & Barkley,papa-barkley,CA,NA,NA
1153,Paper Planes Extracts,paper-planes-extracts,CA,"Concentrates,",NA
1154,Paradise Candy Company,paradise-candy-company,Ca,"Edibles,",NA
1155,Paradise Seeds BV (NETHERLANDS),paradise-seeds-bv-netherlands,Ca,"Flower,",NA
1156,Paris OG,paris-og,CA,"Flower, Concentrates,",NA
1157,Parmagene,parmagene,CA,"Concentrates,",NA
1158,PCR Naturals,pcr-naturals,CA,"Medical,",NA
1159,Peace CBD,peace-cbd,CA,"Edibles, Medical,",NA
1160,Peace Love n Hippie Stuff,peace-love-n-hippie-stuff,CA,"Edibles,",NA
1161,Peace Oil,peace-oil,CA,"Flower, Concentrates,",NA
1162,Peak CBD,peak-cbd,Oregon,"Edibles,",NA
1163,Peak Industries,peak-industries,Oregon,NA,NA
1164,Pearl Pharma,pearl-pharma,CA,"Featured, Flower,",NA
1165,Pepita Seeds (SPAIN),pepita-seeds-spain,CA,"Flower,",NA
1166,Perecan,perecan,Wa,"Concentrates,",NA
1167,Periodic Edibles,periodic-edibles,Wa,"Edibles,",NA
1168,Permaculture Solutions,permaculture-solutions,Wa,"Concentrates,",NA
1169,Permafrost Distributors,permafrost-distributors,Wa,"Flower,",NA
1170,Phantom Farms,phantom-farms,OR,"Flower,",NA
1171,Phantom Pharm,phantom-pharm,CA,NA,NA
1172,Phat Panda,phat-panda,Washington,"Flower,",NA
1173,PHENIX Cannabis,phenix-cannabis,Washington,NA,NA
1174,Phenofinder Seeds (NETHERLANDS),phenofinder-seeds-netherlands,Washington,"Flower,",NA
1175,Philosopher Seeds (SPAIN),philosopher-seeds-spain,Washington,"Flower,",NA
1176,Phoenix Pharms,phoenix-pharms,CA,"Flower,",NA
1177,Pianta Tinta,pianta-tinta,CA,"Medical,",NA
1178,Pineapple Kush Farms,pineapple-kush-farms,CA,"Concentrates,",NA
1179,PINKYZ PURPLE,pinkyz-purple,CA,"Flower, Concentrates,",NA
1180,Pinnacle Health,pinnacle-health,CA,"Flower,",NA
1181,Pissing Excellence,pissing-excellence,CA,"Concentrates, Vape Pens,",NA
1182,Pistil Point Cannabis Products,pistil-point-cannabis-products,OR,"Flower,",NA
1183,Pivotal Chocolates,pivotal-chocolates,Ca,"Edibles,",NA
1184,Plan B Extracts,plan-b-extracts,CA,"Vapes,",NA
1185,Plantformers Seeds (NETHERLANDS),plantformers-seeds-netherlands,CA,"Flower,",NA
1186,Platinum Vape,platinum-vape,Michigan,"Flower, Concentrates, Vape Pens, Medical,",NA
1187,PLUME,plume,CA,"Vapes,",NA
1188,Plus Products,plus-products,CA,"Edibles,",NA
1189,PlusCBD Oil,pluscbd-oil,CA,"Edibles, Medical,",NA
1190,PMP Clones,pmp-clones,CA,"Flower,",NA
1191,Pocket Alchemy,pocket-alchemy,CA,"Medical,",NA
1192,Populum,populum,CA,"Medical,",NA
1193,Porta Farms,porta-farms,Or,"Flower,",NA
1194,Positronics Seeds (SPAIN),positronics-seeds-spain,Or,"Flower,",NA
1195,Pot CoCo,pot-coco,Or,NA,NA
1196,POT ROCKS,pot-rocks,CA,NA,NA
1197,Pot-O-Coffee,pot-o-coffee,CA,"Edibles,",NA
1198,Potters Cannabis Co.,potters-cannabis-co,CA,"Vapes, Medical, Batteries,",NA
1199,Premium Extracts Plus,premium-extracts-plus,CA,"Concentrates,",NA
1200,Premium Melts,premium-melts,CA,"Concentrates,",NA
1201,Preroll Pros,preroll-pros,CA,NA,NA
1202,Present Naturals,present-naturals,CA,"Edibles, Medical,",NA
1203,Presidential RX,presidential-rx,CA,"Featured, Flower, Vape Pens, Edibles,",NA
1204,Pretty Baked Cakes,pretty-baked-cakes,CA,"Edibles,",NA
1205,Pretty Girl Extracts,pretty-girl-extracts,CA,NA,NA
1206,Pride Cannabis,pride-cannabis,CA,"Vapes,",NA
1207,Primal Drops,primal-drops,CA,"Concentrates,",NA
1208,Primal Organics,primal-organics,Arizona,NA,NA
1209,Prime,prime,CA,"Flower,",NA
1210,Prime Edibles,prime-edibles,CA,"Edibles,",NA
1211,Pristine Roots,pristine-roots,CA,"Flower,",NA
1212,Procana,procana,CA,"Medical,",NA
1213,PromethaLean Syrup,promethalean-syrup,CA,"Edibles,",NA
1214,Prophet Cannabis,prophet-cannabis,CA,"Flower,",NA
1215,PrÅ«f Cultivar,pruf-cultivar,OR,"Flower,",NA
1216,PUF,puf,CA,"Vapes,",NA
1217,Puffin Farm,puffin-farm,WA,"Flower,",NA
1218,Pulpa (SPAIN),pulpa-spain,WA,"Medical,",NA
1219,Punch Edibles,punch-edibles,CA,NA,NA
1220,Pura Vida Cannabis Solutions (CANADA),pura-vida-cannabis-solutions-canada,CA,NA,NA
1221,Pura Vida CBD (SPAIN),pura-vida-cbd-spain,CA,"Edibles,",NA
1222,Pura Vida Health,pura-vida-health,CA,"Edibles,",NA
1223,PuraEarth,puraearth,CA,"Concentrates,",NA
1224,Pure,pure,CA,"Edibles,",NA
1225,Pure & Simple,pure-simple,CA,"Edibles,",NA
1226,Pure 777 Extracts,pure-777-extracts,CA,"Concentrates, Vape Pens,",NA
1227,Pure Extracts,pure-extracts,CA,"Concentrates,",NA
